id,titulo,a_pergunta,caminhos,recomendacao,preco_do_outro_lado,por_que_espera,onde_mora,foto_antes,foto_depois,custo,aberta_em,estado,escolha,decidida_em,nasceu_de,quem_decidiu,revoga
D-OUVIR-NO-CONTROLE-SAI-DE-VEZ,"O botão Ouvir no controle sai, e o contrato do redesenho se corrige",O contrato diz duas vezes que ele fica; ela mandou tirar em 27/08 e o mockup obedeceu. Quem vence?,,,,,docs/process/2026-08-26-O-REDESENHO-as-dez-abas.md:197 e :222,,,,2026-08-29,decidida,"SAI. Palavra dela: ""inclusive tirar o famigerado ouvir no controle"" (27/08). As linhas 197 e 222 do contrato do redesenho ganham lápide datada. O mockup já está certo; era o documento que estava velho — e enquanto ele dissesse 'fica', todo agente novo o reimplantaria.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-DETECTAR-O-JOGO-MORA-EM-PERFIS,Detectar o jogo que está aberto mora na aba Perfis,"PERFIS-03 e LANÇADORES-06 são a mesma sprint, com nome de arquivo idêntico. Qual sai?",,,,,docs/process/sprints/2026-08-27-ONDA-PERFIS-03-*.md e ONDA-LANCADORES-06-*.md,,,,2026-08-29,decidida,"FICA EM PERFIS. É onde o perfil nasce, e o botão existe para preencher o campo do jogo. A LANÇADORES-06 sai, e a aba Lançadores ganha um atalho que chama a mesma coisa. Era a duplicata mais cara da fila, nomeada no §0.2 do SPRINT_ORDER como 'a mais cara'.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-O-DESPAUSAR-CHAMA-SE-RETOMAR-E-MORA-NA-SISTEMA,O botão de despausar chama-se Retomar e mora na aba Sistema,"Três sprints, três nomes, um botão: Continuar (JOGAR-10), Retomar (SISTEMA-01), gesto no controle (NAVEGAÇÃO-06).",,,,,novo-layout/_ferramentas/aba09.py; src/hefesto_dualsense4unix/app/actions/daemon_actions.py,,,,2026-08-29,decidida,"""RETOMAR"", NA SISTEMA. É o nome que o mockup da Sistema já mostra, e a Sistema é a aba do estado do Hefesto. As outras duas sprints passam a apontar para ela. AGRAVANTE MEDIDO que isso cura: hoje só o terminal desfaz a pausa — `daemon.resume` existe (ipc_server.py:121, ipc_handlers.py:2293) e nenhuma tela o chama.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-A-MASCARA-POR-CONTROLE-VALE-NO-APLICAR,"A máscara por controle vale ao clicar em Aplicar, mesmo com jogo aberto","Trocar a máscara destrói e recria o vpad, e há medição de que isso invalida o handle do jogo aberto. Quando vale?",,,,,src/hefesto_dualsense4unix/daemon/subsystems/gamepad.py:1488-1515; integrations/ponte_escada.py:405,,,,2026-08-29,decidida,"NO APLICAR, MESMO COM JOGO ABERTO. Ela assume o risco, e a tela avisa antes. É coerente com a regra que o `ponte_escada.como_subir` já aplica: com jogo vivo, quem autoriza recriar o vpad é o GESTO DELA — o Aplicar é gesto dela. O que o produto bloqueia de propósito é a troca automática pelo PERFIL (`vpad_recriacao_bloqueada_por_jogo origem=profile`), e essa continua bloqueada.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-DOIS-VPADS-COM-MASCARAS-DIFERENTES-JA-FUNCIONOU,Dois gamepads virtuais com máscaras diferentes no mesmo jogo já foi testado e funcionou,Um jogo aceita dois vpads com máscaras diferentes ao mesmo tempo? O módulo declara o risco como não medido.,,,,,src/hefesto_dualsense4unix/daemon/subsystems/gamepad.py (a declaração do risco),,,"a remedição é dela: dois controles, um jogo de co-op, máscaras diferentes",2026-08-29,decidida,"JÁ FUNCIONOU. Palavra dela, 29/08: ""Cara já fizemos isso antes, estranho não ter sido registrado, mas meço novamente e deu certo antes."" A OBSERVAÇÃO DELA SOBRE O APARELHO É FONTE PRIMÁRIA nesta casa. ELA VAI REMEDIR para o registro existir — e a lição é do processo, não do aparelho: uma medição dela que não vira registro faz a casa inteira travar uma sprint por um risco que já tinha sido derrubado. O módulo declara o risco como aberto; quando a remedição fechar, essa declaração ganha lápide.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-O-TETO-DA-VIBRACAO-E-150-E-A-TELA-DIZ-QUANDO-APARA,"O teto da vibração é 150%, e a tela diz quando aparou um perfil",O teto está escrito como 150 num lugar e 200 noutro. Qual vale?,,,,,novo-layout/_ferramentas/aba05.py (TETO = 150); src/hefesto_dualsense4unix/core/rumble.py,,,,2026-08-29,decidida,"150, E A TELA DIZ QUANDO APAROU. O mockup já mostra '150% Máx'. Quem tiver perfil gravado acima disso vê a tela dizer que o valor foi reduzido e de quanto para quanto — NUNCA em silêncio. Aparar calado é a classe de defeito que esta casa mais paga.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-O-MICROFONE-A-MAQUINA-DA-O-PADRAO-O-PERFIL-SOBREPOE,"O modo do microfone: a máquina dá o padrão, o perfil sobrepõe",O estado do microfone é POR MÁQUINA ou POR PERFIL? Trava a CONEXÕES-06 e muda o dono do campo.,,,,,src/hefesto_dualsense4unix/profiles/schema.py:417-424; app/actions/config/secao_mesa.py,,,,2026-08-29,decidida,"NOS DOIS: A MÁQUINA DÁ O PADRÃO, O PERFIL SOBREPÕE. É a mesma forma que ela já escolheu para o teto de vibração em 28/08 ('o global manda, o do controle sobrepõe') — uma gramática só para os dois casos. Resolve os quatro precedentes que discordavam: o que é fato da sala nasce na máquina, e o jogo que precisa de outro modo (máscara Xbox pede mic Emulado) o diz no perfil. DESTRAVA a CONEXÕES-06.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-A-REGUA-DE-WIDGET-CONTA-OS-VISIVEIS-COM-RADIO-COMO-UM,"A régua que conta widget na tela: visíveis, com grupo de rádios valendo um","O orçamento do redesenho (""145 hoje"") não reproduz: três réguas dão 239, 205 e 124. Qual conta?",,,,,docs/process/2026-08-26-O-REDESENHO-as-dez-abas.md:18; um script novo em scripts/,,,,2026-08-29,decidida,"VISÍVEIS, GRUPO DE RÁDIOS = 1. Dá 124 hoje. Conta o que a pessoa vê e pode tocar, e trata 'Economia/Balanceado/Máximo/Auto' como UM controle, não quatro — senão um grupo virando seletor 'perde três widgets' e vira falso alarme. VIRA SCRIPT VERSIONADO E PORTÃO: no fim das dez ondas, o número é o que prova a promessa 'nada se perdeu'. O 145 do documento sai, porque não tem método declarado e nenhuma régua o reproduz.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-A-REGUA-DO-ARRANJO-SE-DECIDE-COM-A-DIVERGENCIA-NA-MAO,A escolha entre as duas réguas do arranjo espera a divergência medida,plano_de_radio e arranjo_da_mesa respondem a mesma pergunta com réguas diferentes. Qual vence?,,,,,src/hefesto_dualsense4unix/integrations/plano_de_radio.py:385 e integrations/arranjo_da_mesa.py,,,,2026-08-29,decidida,"LER A DIVERGÊNCIA E VOLTAR — que é o que ela já decidira em 25/08 ('medir as duas antes de escolher'), e a medição JÁ EXISTE: `tests/unit/test_as_duas_reguas_do_arranjo_divergem_onde.py`. Quem coordena roda o teste, traz os casos concretos onde as duas discordam, e ela escolhe com o caso na mão. A CONEXÕES-04 continua travada até lá, e agora com prazo: uma volta.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-O-PERFIL-QUE-NUNCA-ENTRA-AVISA-NA-SISTEMA,O aviso do perfil que nunca entra mora no cartão de saúde da Sistema,"O detector de ""este perfil nunca vai entrar"" tem um chamador só: o terminal. Onde ele aparece?",,,,,src/hefesto_dualsense4unix/profiles/sanidade.py:358; novo-layout/_ferramentas/aba09.py,,,,2026-08-29,decidida,"NO CARTÃO DE SAÚDE DA ABA SISTEMA, junto com os outros diagnósticos ('Steam Input estava ligado em 2 jogos', 'Proton fixado'). Não polui a Perfis — que foi por que ela o cortou de lá DUAS vezes — e deixa de ser invisível. É a queixa mais antiga desta casa: o detector nomeia catch-all vencendo perfil de jogo, prioridade fora da faixa e empates, e só falava por terminal.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-O-TODOS-DA-FITA-ABRE-OS-QUATRO-CARTOES,"O chip ""Todos"" da fita também abre os quatro cartões do acordão","O acordão dá dois sentidos ao ""Todos"": ""os ajustes vão para todos"" e ""abra os quatro"". Colide?",,,,,novo-layout/_ferramentas/aba02.py e aba08.py,,,,2026-08-29,decidida,"FAZ AS DUAS COISAS, e não é ambiguidade: se os ajustes vão para todos, faz sentido ver todos. Um significado só, dito de dois jeitos — e é o que a frase dela de 26/08 já desenhava ('1 e 3, quando eu seto o controle lá em cima'). Vale nas duas abas com acordão: Controles e Conexões.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-O-MODO-STEAM-ENTRA-E-VIRA-SPRINT,"O Modo Steam entra na aba Navegação e vira sprint, sem medição prévia","O Modo Steam tem zero código, zero sprint e zero medição de se o Modo Jogo da Steam obedece ao nosso vpad. Fica?",,,,,novo-layout/_ferramentas/aba06.py (D_STEAM),,,,2026-08-29,decidida,"FICA COMO ESTÁ, E ALGUÉM CONSTRÓI. Decisão dela contra a recomendação de quem coordena, que era medir antes. RISCO REGISTRADO, e ele é dela agora: ninguém mediu se o Modo Jogo da Steam aceita o gamepad virtual que o Hefesto entrega. Se não aceitar, os três degraus da tela não fazem nada — e a sprint descobre isso depois de escrita, não antes.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-O-REMAPEAMENTO-BOTAO-A-BOTAO-ENTRA,"O remapeamento botão a botão entra, como sprint própria","As 21 linhas de 'L1 passa a valer como R1' têm zero código e zero sprint, e já nomeiam um botão da aba.",,,,,novo-layout/_ferramentas/aba06.py (TELA_BOTOES / #remapeamento),,,,2026-08-29,decidida,"ENTRA, E VIRA SPRINT PRÓPRIA. É feature real: trocar botão por botão é o que salva jogo que não deixa remapear. As 21 linhas saem de `docs/data/pecas-do-dualsense.csv` — lista digitada diverge da fonte no primeiro botão que entrar ou sair. E é o que justifica a pop-up dividida em duas, decidida em 28/08.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-AS-TRES-REGIOES-DO-TOUCHPAD-VOLTAM,"As três regiões do touchpad voltam, e a decisão de 09/08 caduca","As três regiões foram tiradas em 09/08 com razão medida, e o mockup as devolveu sem registro. Voltam?",,,,,novo-layout/_ferramentas/aba06.py (TOUCH_REGIOES),,,,2026-08-29,decidida,"VOLTAM — palavra dela, 29/08: ""eu mudei de ideia"". A razão que sustenta: as três regiões servem no uso de MOUSE (clique esquerdo, meio e direito num touchpad só), que é outro uso do que motivou a remoção em 09/08. A decisão de 09/08 ganha nota datada; não se apaga decisão medida.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-OS-CINCO-MODOS-DE-GATILHO-CRESCEM-NA-PROPRIA-ABA,"Os cinco modos de gatilho com mais ajustes crescem na aba, que passa a rolar",Cinco dos dezenove modos têm até 10 barras e a caixa comporta 4. Onde ficam os ajustes que não cabem?,,,,,novo-layout/_ferramentas/aba03.py,,,,2026-08-29,decidida,"A CAIXA CRESCE E A ABA ROLA. Decisão dela contra as duas alternativas (pop-up própria, ou esconder os seis). CONSEQUÊNCIA MEDIDA: a aba Gatilhos fecha hoje EXATA em 757px, sem folga — escolher um dos cinco modos passa a empurrar a aba para baixo. É o preço, e ela o aceitou para não criar mais uma janela.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-A-METRALHADORA-TEM-QUATRO-AJUSTES,A Metralhadora mostra quatro ajustes; os outros dois do código não vão à tela,"A cena do mockup mostra quatro ajustes e o código tem seis, com outros nomes. Quantos vão à tela?",,,,,novo-layout/_ferramentas/aba03.py; o modo Machine Gun no core dos gatilhos,,,,2026-08-29,decidida,"QUATRO — Força, Frequência, Início do curso e Fim do curso. Os dois que sobram no código não mudam nada que se sinta na mão, ou são derivados dos outros quatro. Ela lê o aparelho melhor do que quem coordena lê o código, e a pergunta foi feita em vez de assumida. Quem executar deve REGISTRAR quais são os dois e por que não aparecem — para ninguém os 'redescobrir' e reimplantar.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-ARCO-DE-FLECHA-SEM-O-INGLES,"O modo de gatilho chama-se ""Arco de flecha"", sem o (Bow)",É o único dos dezenove com nome estrangeiro na tela. O inglês entre parênteses fica?,,,,,src/hefesto_dualsense4unix/app/actions/trigger_specs.py (os dois rótulos),,,,2026-08-29,decidida,"SÓ ""ARCO DE FLECHA"". O inglês sai. O projeto é em português e há portão que reprova inglês na tela — este passou porque estava entre parênteses. Preço medido: uma linha, e NENHUM perfil deixa de abrir, porque o nome na tela não é a chave gravada no disco. CORREÇÃO DE FATO, no mesmo dia: quem coordena disse a ela que era ""o único dos dezenove"" e que estava no mockup. As DUAS afirmações eram falsas, e a medição as derrubou: (a) são DOIS — `trigger_specs.py` traz ""Arco de flecha (Bow)"" E ""Disparo (Weapon)""; (b) o MOCKUP já está limpo — `aba03.py:146` e `:152` dizem ""Arco de flecha"" e ""Disparo"", sem parêntese, desde que ela aprovou a aba. CONSEQUÊNCIA: a decisão dela não muda o mockup, que já obedece. Ela vale para o PRODUTO, no transplante, e cobre os dois pela FORMA — o inglês entre parênteses sai do rótulo de tela.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-OS-OITO-ESTILOS-DE-JOGO-NASCEM-NO-MOCKUP,"Os oito Estilos de Jogo que faltam nascem desenhados, para ela ver",Só o FPS tem conteúdo aprovado por escrito; os outros oito travam metade da PERFIS-04.,,,,,novo-layout/_ferramentas/aba10.py; docs/process/sprints/2026-08-27-ONDA-PERFIS-04-*.md,,,,2026-08-29,decidida,"QUEM COORDENA PROPÕE OS OITO NO MOCKUP, COM OS VALORES DE CADA CAMPO VISÍVEIS LADO A LADO, E ELA CORRIGE CLICANDO. É o caminho que funcionou nas dez abas: ela decide VENDO, não lendo. Cada estilo define de uma vez gatilho, luz, vibração, som, sensores e máscara.",2026-08-29,"a rodada das 21 dúvidas abertas, 29/08/2026",ela,
D-A-CORRENTE-DO-CLEAN-ROOM-SAI,A corrente CR-03 → CR-04 → CR-06 sai do disco; o Hefesto vive com o catálogo de efeitos que já tem,"A CR-03 (a bancada de medir efeito com o controle na mão) foi retida por ordem dela e é elo de corrente. Corta só ela, a corrente inteira, ou fica?",,,,,"docs/process/sprints/2026-07-25-CR-0{3,4,6}-*.md; docs/process/CLEAN-ROOM.md; SPRINT_ORDER.md §4 Faixa 5 (não a 6 — as três são ""o aparelho: luz, som, gatilho, rádio""), §2.2 e §2.3, e a tabela do clean-room; docs/protocol/curvas-proprias.md",,,26 documentos apontam para as três; cada ponteiro precisa de destino ou de lápide,2026-08-29,decidida,"A CORRENTE INTEIRA SAI. Palavra dela, 29/08: primeiro ""corta essa sprint"" sobre a CR-03 e, posta a consequência na mesa, ""Corta a corrente inteira — CR-03, CR-04 e CR-06"". A razão que sustenta: as três só fazem sentido juntas — sem a bancada de medir (CR-03) não há efeitos da casa (CR-04), e sem eles não há o que devolver ao ecossistema (CR-06). O Hefesto passa a viver com o catálogo de efeitos que já tem. SUBSTITUI a ordem dela de 26/08 que as preservava (CENSO:79, ""Preservadas por ordem dela (specs e bancada) — nenhuma tocada: … CR-03/04/06""). A fala mais recente vence, e o git guarda o histórico. MEDIDO ANTES DE CORTAR: as três são PLANO, não medição — 49, 73 e 84 linhas de objetivo, entregas e critério, com todo ""medido"" em checkbox não marcado. Nada de medido se perde. O QUE PRECISA SER TRATADO: 26 documentos as citam, entre eles a ONDA-GATILHOS-05, que está na fila e aponta para a CR-03. Cada ponteiro ganha destino ou lápide antes do apagamento, e o corte sai com manifesto, como a faxina de 27/08. CONTAGEM: a §4 do SPRINT_ORDER passa de 123 para 120 sprints abertas, e a Faixa 5 de 34 para 31.",2026-08-29,"a rodada das 21 dúvidas, 29/08 — e a consequência da corrente, levada a ela antes de executar",ela,
D-A-INTERFACE-NOVA-E-O-MOCKUP-DENTRO-DE-UMA-JANELA-GTK,"A interface nova é o mockup HTML rodando num WebView dentro da janela GTK3, não um emissor que reproduz o desenho","Em qual tecnologia construir a interface nova: o gerador do mockup emitindo GTK, ou o mockup HTML dentro de um WebView?",,,,,"src/hefesto_dualsense4unix/gui/main.glade (o Gtk.Notebook que recebe a página); install.sh (o binding, dep 'webkit2gtk'); novo-layout/ (o mockup, que passa a ser a interface)",,,"a memória vai de 62 para ~285 MiB PSS (4,6x); o enxerto substitutivo ainda não foi medido",2026-08-29,decidida,"O MOCKUP DENTRO DA JANELA. Palavra dela, 29/08, depois do veredito da convivência: ""sem impeditivo então. manda ve em tudo."" AS DUAS ROTAS FORAM PROVADAS E MEDIDAS COM A MESMA RÉGUA, e a diferença que decidiu não foi fidelidade — foi ACOMPANHAR. ROTA 3 (o gerador emitindo GTK): acerta o desenho (0,4% de tinta perdida, 0 de 28 regiões) e ERRA A LEITURA — mudou-se uma linha do mockup e a foto GTK saiu BYTE-IDÊNTICA. Três números estavam digitados no emissor. Custo real: 500-700 linhas POR ABA (o reuso das três extensões foi 0%, 0% e 8,9%). Sete das dez abas nunca foram encostadas, e a 01-jogar está fora por construção (não tem gerador). ROTA WEBKIT: acompanha por construção (105,5->109,8 px, igual ao Chrome a 0,1px em 8 medidas); as DEZ abas carregam, com .quadro e rodapé iguais ao Chrome AO PIXEL; as duas pontes custam 31 linhas UMA VEZ; :hover fotografado vivo (a rota 3 tem zero fotos, com 91 ocorrências); Tab e Enter reais chegam ao Python; e a bomba dos 130 valores a 2 Hz custa 1,95 ms — 0,4% do orçamento. A CONVIVÊNCIA COM O GTK3 FOI MEDIDA e é o que destravou a decisão: GTK 3.24.41 + WebKit2 4.1 no mesmo processo, com o webview enxertado no main.glade REAL (376 objetos em 56 ms, virando a 12ª página do Notebook do produto). On-screen custa o mesmo que offscreen, e nem com compositing forçado nasce um terceiro processo. O PREÇO, medido e aceito por ela: a memória vai de 62 para ~285 MiB PSS (4,6x). No FLATPAK o peso de pacote é ZERO — o org.gnome.Platform//47 que ela já usa traz a biblioteca e o typelib. O QUE AINDA NÃO FOI MEDIDO, e vai primeiro: o enxerto SUBSTITUTIVO. O provado foi ADITIVO (uma 12ª página); ninguém mediu TROCAR uma página, e é onde as 60.862 linhas que hoje chegam aos widgets por builder.get_object() reaparecem. É aí que o custo da rota 3 pode voltar com outra roupa.",2026-08-29,"as duas provas de 28 e 29/08, e a medição da convivência que só foi possível depois de ela instalar o binding",ela,
D-O-CONTROLE-E-LEMBRADO-POR-IDENTIDADE-DENTRO-DE-CADA-PERFIL,"Cada controle é lembrado DENTRO de cada perfil de jogo, pela identidade — a mesma no cabo e no rádio","O que o perfil de jogo guarda por controle, e o que faz um controle continuar sendo O MESMO quando muda de transporte?",,,,,"src/hefesto_dualsense4unix/profiles/schema.py:1008 (controllers: dict[str, ControllerOverrides]); :1112 (a chave JÁ é o MAC normalizado de 12 hex); ControllerOverrides tem leds, triggers, rumble, speaker — e mais nada",,,,2026-08-29,decidida,"DENTRO DE CADA PERFIL DE JOGO, CADA CONTROLE É LEMBRADO PELA IDENTIDADE, e a identidade NÃO MUDA com o transporte. Palavra dela, 29/08/2026: *""minha ideia é termos os perfis do jogo, dentro de cada perfil de jogo cada controle tem que ser lembrado, identidade via usb e via bt. E a memória daquele controle dentro do perfil deve ser preservada. (...) Ele sempre vai jogar com o controle Z, independente do modo de conexão ou se tá via bt ou cabo, o perfil do jogo y deve se lembrar de nós dois. E se eu adicionar o controle w, o mesmo segue pra ele.""* · O CASO DE USO É REAL E TEM NOME: ela e o irmão, os dois autistas, cada um com o SEU controle, sempre. O produto tem de sustentar isso sem que ninguém reconfigure nada. · E ELA FECHOU O ESCOPO: *""como produto final, sem se apegar ou se adaptar aos meus controles reais a ideia é que funcione como acessibilidade pra qualquer usuário simples""* — a régua não é a mesa dela, é qualquer mesa. Dois controles, cinco, um só, trocando de dono. · METADE JÁ EXISTE, medido em 29/08: o perfil guarda `controllers` com a chave certa (MAC normalizado). O que falta é O QUE se guarda — hoje são quatro campos (leds, triggers, rumble, speaker) e o requisito pede o resto: a máscara (o ""vê como""), o jogador, giro, acelerômetro, microfone e touchpad. · A IDENTIDADE ESTÁVEL ENTRE CABO E RÁDIO ESTÁ PROVADA, e não é suposição: na TROCA DE BRAÇOS de 15/08/2026 os quatro controles mudaram de transporte e os quatro MACs continuaram colados às suas unidades — o que trocou de lado foi a rota ALSA, que é do transporte. O MAC é a chave, e ela atravessa.",2026-08-29,"29/08/2026, ela vendo a aba Controles viva pela primeira vez. Veio logo depois do achado da cor do plástico — a casa mede a cor desde 15/08 e o produto não a persiste —, e é o mesmo defeito uma camada acima: o produto reconhece o aparelho e esquece quem ele é.",ela,
D-A-REGUA-E-QUALQUER-MESA-NAO-A-DELA,"A régua do produto é qualquer usuário, não a mesa dela — GPL3, gratuito, e acessibilidade por desenho","Para quem este produto é medido: para a bancada dela, ou para quem nunca vai estar nesta sala?",,,,,"docs/data/cores-do-dualsense.csv (28 modelos, a fonte da verdade); novo-layout/mapa-do-controle.html (o banco de provas, feito para TODOS os controles); src/hefesto_dualsense4unix/integrations/cor_do_plastico.py (NOMES_DE_FABRICA, 21 — a lista curta)",,,,2026-08-29,decidida,"QUALQUER MESA, E O MAPA JÁ FOI FEITO ASSIM. Palavra dela, 29/08/2026: *""lembrando eu fiz o mapa de todos os controles, não pensando em mim, mas pensando em outros users, afinal o app vai ser GPL3 e gratuito e pensado em acessibilidade pra outros users com autismo ou não.""* · E na mesma conversa, sobre a memória por identidade: *""como produto final, sem se apegar ou se adaptar aos meus controles reais — a ideia é que funcione como acessibilidade pra qualquer usuário simples""*. · O QUE ISSO DECIDE, e não é filosofia: **uma prova que roda na mesa dela e passa não prova nada**. Cinco controles conhecidos é a amostra mais favorável possível — foi assim que o `hardware_version` pareceu identificar unidades quando só agrupava por revisão de placa. Toda régua desta casa que envolva aparelho tem de passar com um controle que ninguém aqui tem. · O CUSTO MEDIDO NO DIA EM QUE ELA DISSE ISTO: o desenho conhece **28** modelos de DualSense e o produto sabe nomear **21**. Os SETE que faltam — 13/14/15 HyperPop, ZC Ghost of Yōtei, ZD Marathon, ZE Genshin Impact, ZF 007 First Light — são justamente os mais novos. Quem comprou um deles abre o app e lê ""Não sei"" sobre o próprio controle, enquanto o desenho já sabe pintá-lo. Duas listas, dois donos: a curta tem de derivar da fonte.",2026-08-29,"29/08/2026. Ela corrigiu o enquadramento de quem coordena: eu tinha tratado o `mapa-do-controle.html` como o mapa dos controles DELA, e ele foi feito para todos. A correção vale mais que o mapa — ela redefine o que conta como prova neste projeto.",ela,
D-O-RADIO-NAO-E-VEREDICTO-E-ESTADO,"Tudo que funciona no cabo é possível no rádio — o PS5 é a prova, e um controle prova quatro","Quando o mapa diz `radio_aciona = não`, isso é limite do aparelho ou estado do nosso trabalho?",,,,,"docs/data/mapa-controles.csv (as colunas radio_aciona, radio_de_onde_sei, radio_ate_onde_foi, radio_aceita); html/specs.html",,,,2026-08-29,decidida,"É ESTADO, NUNCA VEREDICTO — e há prova de existência que não depende desta casa. Palavra dela, 29/08/2026: *""no ps5 todas as features que usamos aqui funcionam nativamente e nos 4 controles ao mesmo tempo, tudo via bt. No nosso, agora temos tecnologia física de sobra pra fazermos o mesmo. (...) tudo que existe via cabo é possível via bt também.""* · E HÁ UMA SEGUNDA PROVA, PERDIDA: numa sessão de testes rápidos, **todas as features** — absolutamente todas — foram usadas. O conhecimento não foi salvo em lugar nenhum e se perdeu quando a sessão acabou. **É exatamente esta perda que o mapa de canais existe para impedir**, e é por isso que ela pede que qualquer avanço seja marcado lá NA HORA, por quem o fizer — ela, o André ou quem coordena. · A REGRA DE EXTRAPOLAÇÃO, e é dela: **se funciona para um controle, funcionará para quatro.** O que escala não é a feature, é a rota física — e a rota já está resolvida: três adaptadores Bluetooth e uma malha de gateway, montados justamente para tirar o problema físico da frente. · O QUE ISSO DECIDE NA PRÁTICA, e vale para toda leitura do mapa: uma célula `radio_aciona = não` diz *""não conseguimos ainda, por esta pilha""* — nunca *""o aparelho não faz""*. O próprio mapa já escreve isso onde mais dói, na linha da cor do plástico: **""EIO NÃO É PROVA DE IMPOSSIBILIDADE DO APARELHO""** e **""escrever 'impossível' aqui seria a falácia do perfil ausente""**. Quem ler o mapa e concluir ""então não dá"" leu errado.",2026-08-29,"29/08/2026, ela dando contexto a quem coordena depois de uma sequência de achados em que o rádio aparecia como limite. O contexto inverte a leitura: o limite é do trabalho feito, não do aparelho. Ela pediu explicitamente que ficasse escrito — *""esse conhecimento se perde e nunca foi salvo em canto algum""*.",ela,
D-O-SOM-DO-CONTROLE-VIRA-DISPOSITIVO-VIRTUAL-DO-SISTEMA,"Alto-falante e microfone virtuais, ao estilo do gamepad virtual — o som do controle deixa de depender da máscara e do transporte","Como fazer o microfone e o alto-falante do controle funcionarem SEMPRE, mesmo com o jogo vendo um Xbox (que não tem microfone) e mesmo pelo rádio?",,,,,"src/hefesto_dualsense4unix/integrations/virtual_pad.py e uinput_gamepad.py (o PRECEDENTE: o gamepad virtual já é exatamente esta forma); docs/data/mapa-controles.csv, família `audio` (29 linhas abertas)",,,,2026-08-29,decidida,"CRIAR UM ALTO-FALANTE VIRTUAL E UM MICROFONE VIRTUAL, e o sistema operacional lê os dois. Ideia do Fable, trazida por ela em 29/08/2026: *""independente da máscara, independente do modo de conexão, fazer o microfone sempre funcionar e a caixa de som sempre funcionar — criando uma caixa de som virtual (driver ao estilo dos controles) e o micro virtual ao estilo dos controles, e fazer o sistema operacional ler eles. Pq mesmo com o jogo estando no modo Xbox sem mic nativo, dessa forma usaríamos o controle, o mic do controle via bt, e ele funcionaria.""* · POR QUE É A FORMA CERTA, e não é opinião: **é o mesmo padrão que já funciona neste produto.** O gamepad virtual (`uinput`) existe justamente para desacoplar o que o JOGO vê do que o APARELHO é — o jogo vê um Xbox, o aparelho continua sendo um DualSense. O áudio ganha a mesma camada: o jogo (e o sistema) veem dispositivos de áudio comuns, e quem os alimenta é o controle, pelo transporte que houver. · O QUE ISSO RESOLVE DE UMA VEZ: (a) o jogo em máscara Xbox não tem microfone — com o virtual, tem; (b) o áudio deixa de depender de o controle expor placa ALSA, e esta casa JÁ MEDIU que a placa ALSA é do TRANSPORTE (na troca de braços de 15/08, quem tinha placa passou a ser quem foi para o fio); (c) a rota do som para de ser pergunta de cada jogo. · E ELA SE PERDEU UMA VEZ. A ideia nasceu numa sessão com o Fable em que **todas as features foram usadas**, e nada daquilo foi salvo — a sessão acabou e o conhecimento sumiu. Está aqui para não sumir de novo, que é a razão de o mapa de canais existir ([[D-O-RADIO-NAO-E-VEREDICTO-E-ESTADO]]).",2026-08-29,"29/08/2026, ela recuperando de memória uma ideia do Fable de uma sessão perdida. Chega junto com o contexto de que tudo que funciona no cabo é possível no rádio, e de que no PS5 as features rodam nos quatro controles por Bluetooth ao mesmo tempo.",ela,
